C Id Isin;Consolidated;Fund Code;Fund name;Date Nav;Code Share;Outstanding;Nav Net;Quantity Outstanding;Price Share;NAV PREC;AGE_VAR_NAV PERC;P SHARE IN ITL;C Ccy;H Valid;ZWIST J;A Actual Zwist;C N Id;Income Equalization (code 1 or 2 or 3)
IE00B955KM47;DB3012;DB2015;INFRASTRUCTURE OPPORTUNITY COLLECTION;20-SEP-2021;LHC;63010703.61;442289953.21;9998160.846;6.302;6.331;-0.;;EUR;0920152938;;;751219000000;1
IE00B9BM8039;DB3012;DB2015;INFRASTRUCTURE OPPORTUNITY COLLECTION;20-SEP-2021;LHD;36726337.61;442289953.21;6793272.742;5.406;5.431;-0.;;EUR;0920152938;;;751220000000;1
IE00B95T6282;DB3012;DB2015;INFRASTRUCTURE OPPORTUNITY COLLECTION;20-SEP-2021;SCA;33829591.64;442289953.21;2555488.188;13.238;13.286;-0.;;EUR;0920152938;;;751221000000;1
IE00B84HMD91;DB3012;DB2015;INFRASTRUCTURE OPPORTUNITY COLLECTION;20-SEP-2021;SDI;53992277.93;442289953.21;4744763.771;11.379;11.42;-0.;;EUR;0920152938;;;751223000000;1
IE00B87PWY18;DB3012;DB2015;INFRASTRUCTURE OPPORTUNITY COLLECTION;20-SEP-2021;SHC;18648968.36;442289953.21;1528713.996;12.199;12.256;-0.;;EUR;0920152938;;;751224000000;1
IE00B8DTV951;DB3012;DB2015;INFRASTRUCTURE OPPORTUNITY COLLECTION;20-SEP-2021;SHD;49437353.40;442289953.21;4725190.986;10.463;10.511;-0.;;EUR;0920152938;;;751225000000;1
IE00BYVXRV56;DB3012;DB6329;MEDIOLANUM FIDELITY ASIAN COUPON SELECTN;20-SEP-2021;LCA;94889136.77;426144897.09;15744354.939;6.027;6.022;0.;;EUR;0920170537;;;215818000000;1
IE00BYVXRW63;DB3012;DB6329;MEDIOLANUM FIDELITY ASIAN COUPON SELECTN;20-SEP-2021;LDI;68908558.17;426144897.09;13154663.393;5.238;5.234;0.;;EUR;0920170537;;;215819000000;1
IE00BYVXRX70;DB3012;DB6329;MEDIOLANUM FIDELITY ASIAN COUPON SELECTN;20-SEP-2021;LHC;55807596.78;426144897.09;9758356.749;5.719;5.723;-0.;;EUR;0920170537;;;215820000000;1
IE00BYVXRY87;DB3012;DB6329;MEDIOLANUM FIDELITY ASIAN COUPON SELECTN;20-SEP-2021;LHD;45865866.33;426144897.09;9231541.673;4.968;4.972;-0.;;EUR;0920170537;;;215821000000;1
IE00BYVXRZ94;DB3012;DB6329;MEDIOLANUM FIDELITY ASIAN COUPON SELECTN;20-SEP-2021;SCA;24639394.30;426144897.09;2072009.999;11.892;11.882;0.;;EUR;0920170537;;;215823000000;1
IE00BYVXS014;DB3012;DB6329;MEDIOLANUM FIDELITY ASIAN COUPON SELECTN;20-SEP-2021;SDI;72691507.07;426144897.09;7026496.537;10.345;10.337;0.;;EUR;0920170537;;;215824000000;1
IE00BYVXSS92;DB3012;DB6329;MEDIOLANUM FIDELITY ASIAN COUPON SELECTN;20-SEP-2021;SHC;16769632.08;426144897.09;1488835.945;11.264;11.272;-0.;;EUR;0920170537;;;215825000000;1
IE00BYVXS121;DB3012;DB6329;MEDIOLANUM FIDELITY ASIAN COUPON SELECTN;20-SEP-2021;SHD;46573205.59;426144897.09;4755914.111;9.793;9.8;-0.;;EUR;0920170537;;;215826000000;1
IE00BMZN0T66;DB3012;DB6510;MEDIO GLOBAL IMPACT;20-SEP-2021;LCA;410583150.56;459837974.38;61822750.336;6.641;6.656;-0.;;EUR;0920150203;;;854785000000;1
IE00BMZN0V88;DB3012;DB6510;MEDIO GLOBAL IMPACT;20-SEP-2021;LHC;49254823.82;459837974.38;7599821.620;6.481;6.503;-0.;;EUR;0920150203;;;854786000000;1
IE00BJYLJ823;DB3012;DB6502;GLOBAL LEADERS;20-SEP-2021;LCA;716950601.10;879063407.59;102357762.931;7.004;7.039;-0.;;EUR;0920155351;;;264307000000;1
IE00BJYLJ930;DB3012;DB6502;GLOBAL LEADERS;20-SEP-2021;LHC;162112806.49;879063407.59;23500418.487;6.898;6.942;-0.01;;EUR;0920155351;;;264308000000;1
IE00BG0D0J96;DB3012;DB6459;MEDIO INNOVATIVE THEMATIC OPPORTUNITIES;20-SEP-2021;LCA;982572281.46;1176463662.8;122212487.480;8.04;8.058;-0.;;EUR;0920154841;;;207164000000;1
IE00BG0D0K02;DB3012;DB6459;MEDIO INNOVATIVE THEMATIC OPPORTUNITIES;20-SEP-2021;LHC;193891381.34;1176463662.8;24905849.112;7.785;7.814;-0.;;EUR;0920154841;;;207165000000;1
IE0004462408;DB8810;DB3789;CHALLENGE INDUSTRIAL AND MATERIAL EQ EVO;20-SEP-2021;LCA;689540510.42;718578831.11;65485523.795;10.53;10.649;-0.01;;EUR;0920152743;;;52041000000;1
IE0004464008;DB8810;DB3789;CHALLENGE INDUSTRIAL AND MATERIAL EQ EVO;20-SEP-2021;SCA;29038320.69;718578831.11;1405563.894;20.66;20.894;-0.01;;EUR;0920152743;;;52103000000;1
IE0004879379;DB8810;DB8820;CHALLENGE EURO INCOME FUND;20-SEP-2021;LCA;630240453.28;638746933.74;89888183.730;7.011;7.011;0.;;EUR;0920142532;;;39952000000;1
IE0004880377;DB8810;DB8820;CHALLENGE EURO INCOME FUND;20-SEP-2021;LDI;2151940.22;638746933.74;469230.036;4.586;4.586;0.;;EUR;0920142532;;;51474000000;1
IE0004404798;DB8810;DB8820;CHALLENGE EURO INCOME FUND;20-SEP-2021;SCA;4040777.62;638746933.74;330193.314;12.238;12.237;0.;;EUR;0920142532;;;52017000000;1
IE0004404806;DB8810;DB8820;CHALLENGE EURO INCOME FUND;20-SEP-2021;SDI;2313762.62;638746933.74;262698.085;8.808;8.807;0.;;EUR;0920142532;;;58200000000;1
IE00B1P83Q26;DB8810;DB8824;CHALLENGE PROVIDENT 1 FUND;20-SEP-2021;PD;2933743738.96;2933743738.96;191543198.266;15.316;15.428;-0.01;;EUR;0920143820;;;532424000000;1
LU0401457964;LU560C;LU7554;SPEC SICAV SIF - DIVERSIFIED EQUITY;20-SEP-2021;DIS;65328582.07;65328582.07;34115947.106;1.915;1.924;-0.;;EUR;0920132925;;;595337000000;1
IE00BJYLJG06;DB3012;DB6481;EUROPEAN SMALL CAP EQUITY;20-SEP-2021;LCA;252748992.88;252748992.88;36085856.823;7.004;7.009;-0.;;EUR;0920145030;;;264314000000;1
IE00BJYLJB50;DB3012;DB6503;EMERGING MARKETS FIXED INCOME;20-SEP-2021;LCA;155841370.19;368277449.75;30354626.654;5.134;5.131;0.;;EUR;0920171800;;;264309000000;1
IE00BJYLJC67;DB3012;DB6503;EMERGING MARKETS FIXED INCOME;20-SEP-2021;LDI;72583222.68;368277449.75;15241843.646;4.762;4.759;0.;;EUR;0920171800;;;264402000000;1
IE00BJYLJD74;DB3012;DB6503;EMERGING MARKETS FIXED INCOME;20-SEP-2021;LHC;103499759.44;368277449.75;20234149.899;5.115;5.124;-0.;;EUR;0920171800;;;264567000000;1
IE00BJYLJF98;DB3012;DB6503;EMERGING MARKETS FIXED INCOME;20-SEP-2021;LHD;36353097.44;368277449.75;7597543.573;4.785;4.793;-0.;;EUR;0920171800;;;264568000000;1
IE0004457085;DB8810;DB3896;CHALLENGE GERMAN EQUITY;20-SEP-2021;LCA;149759698.87;159005702.48;20170771.962;7.425;7.494;-0.01;;EUR;0920160851;;;52065000000;1
IE0004457200;DB8810;DB3896;CHALLENGE GERMAN EQUITY;20-SEP-2021;SCA;9246003.61;159005702.48;670025.026;13.799;13.929;-0.01;;EUR;0920160851;;;52067000000;1
IE0004878413;DB8810;DB8812;CHALLENGE NORTH AMERICAN EQUITY;20-SEP-2021;LCA;1778300763.30;1870881102.19;126645328.506;14.042;14.128;-0.01;;EUR;0920144303;;;89528000000;1
IE00B6072284;DB8810;DB8812;CHALLENGE NORTH AMERICAN EQUITY;20-SEP-2021;LHC;57653988.35;1870881102.19;3867327.540;14.908;15.033;-0.01;;EUR;0920144303;;;618475000000;1
IE0004393819;DB8810;DB8812;CHALLENGE NORTH AMERICAN EQUITY;20-SEP-2021;SCA;27714141.63;1870881102.19;1563894.686;17.721;17.831;-0.01;;EUR;0920144303;;;52002000000;1
IE00B601NV66;DB8810;DB8812;CHALLENGE NORTH AMERICAN EQUITY;20-SEP-2021;SHC;7212208.91;1870881102.19;252595.429;28.552;28.793;-0.01;;EUR;0920144303;;;618487000000;1
IE0004878744;DB8810;DB8816;CHALLENGE EMERG MARKETS EQUITY;20-SEP-2021;LCA;525832407.85;581183373.17;53092878.886;9.904;9.904;0.;;EUR;0920154707;;;39645000000;1
IE0004394882;DB8810;DB8816;CHALLENGE EMERG MARKETS EQUITY;20-SEP-2021;SCA;55350965.32;581183373.17;2579197.698;21.461;21.462;-0.;;EUR;0920154707;;;52007000000;1
IE00B1P83T56;DB8810;DB8827;CHALLENGE PROVIDENT 4 FUND;20-SEP-2021;PD;205293605.15;205293605.15;16943368.612;12.116;12.118;-0.;;EUR;0920133203;;;532427000000;1
IE00B8C2R429;DB3012;DB2016;CONVERTIBLE STRATEGY COLLECTION;20-SEP-2021;LCA;103999690.11;554482214.03;15240841.662;6.824;6.81;0.;;EUR;0920172526;;;751229000000;1
IE00B95T3S38;DB3012;DB2016;CONVERTIBLE STRATEGY COLLECTION;20-SEP-2021;LDI;41262378.36;554482214.03;6642479.395;6.212;6.199;0.;;EUR;0920172526;;;751230000000;1
IE00B9CQ9016;DB3012;DB2016;CONVERTIBLE STRATEGY COLLECTION;20-SEP-2021;LHC;76350824.02;554482214.03;11983720.937;6.371;6.365;0.;;EUR;0920172526;;;751231000000;1
IE00B83GYM07;DB3012;DB2016;CONVERTIBLE STRATEGY COLLECTION;20-SEP-2021;LHD;49467668.27;554482214.03;8526413.258;5.802;5.796;0.;;EUR;0920172526;;;751232000000;1
IE00B9F6SB25;DB3012;DB2016;CONVERTIBLE STRATEGY COLLECTION;20-SEP-2021;SCA;41148772.86;554482214.03;3088327.093;13.324;13.297;0.;;EUR;0920172526;;;751233000000;1
IE00B9503F31;DB3012;DB2016;CONVERTIBLE STRATEGY COLLECTION;20-SEP-2021;SDI;83805517.59;554482214.03;6911206.455;12.126;12.101;0.;;EUR;0920172526;;;751234000000;1
IE00B921S769;DB3012;DB2016;CONVERTIBLE STRATEGY COLLECTION;20-SEP-2021;SHC;36927827.05;554482214.03;2971608.614;12.427;12.416;0.;;EUR;0920172526;;;751236000000;1
IE00B959YH93;DB3012;DB2016;CONVERTIBLE STRATEGY COLLECTION;20-SEP-2021;SHD;121519535.77;554482214.03;10721601.511;11.334;11.324;0.;;EUR;0920172526;;;751238000000;1
IE00BD6GZG34;DB8810;DB2376;CHALLENGE SOLIDITY & RETURN;20-SEP-2021;LCA;278273064.91;619803687.36;52165469.176;5.334;5.336;-0.;;EUR;0920151246;;;801584000000;1
IE00BFX0ZD94;DB8810;DB2376;CHALLENGE SOLIDITY & RETURN;20-SEP-2021;LDI;18907017.44;619803687.36;3657060.014;5.17;5.172;-0.;;EUR;0920151246;;;801589000000;1
IE00B13C3B10;DB8810;DB2376;CHALLENGE SOLIDITY & RETURN;20-SEP-2021;SCA;161879110.15;619803687.36;13407761.521;12.074;12.078;-0.;;EUR;0920151246;;;521425000000;1
IE00B784PD08;DB8810;DB2376;CHALLENGE SOLIDITY & RETURN;20-SEP-2021;SDI;160744494.86;619803687.36;16294366.608;9.865;9.869;-0.;;EUR;0920151246;;;417728000000;1
IE0005359660;DB3012;DB3015;GLOBAL HIGH YIELD;20-SEP-2021;LCA;363614839.98;2377440154.52;27684587.182;13.134;13.116;0.;;EUR;0920194245;;;11616000000;1
IE0005359991;DB3012;DB3015;GLOBAL HIGH YIELD;20-SEP-2021;LDI;310596323.10;2377440154.52;59772072.420;5.196;5.189;0.;;EUR;0920194245;;;11618000000;1
IE00B04KP668;DB3012;DB3015;GLOBAL HIGH YIELD;20-SEP-2021;LHC;252321874.87;2377440154.52;30755889.051;8.204;8.205;-0.;;EUR;0920194245;;;152182000000;1
IE00B054SV30;DB3012;DB3015;GLOBAL HIGH YIELD;20-SEP-2021;LHD;320812669.54;2377440154.52;72383045.874;4.432;4.433;-0.;;EUR;0920194245;;;152180000000;1
IE0009625199;DB3012;DB3015;GLOBAL HIGH YIELD;20-SEP-2021;SCA;125774743.69;2377440154.52;6561965.345;19.167;19.141;0.;;EUR;0920194245;;;54265000000;1
IE0009625207;DB3012;DB3015;GLOBAL HIGH YIELD;20-SEP-2021;SDI;375117583.15;2377440154.52;46225968.220;8.115;8.104;0.;;EUR;0920194245;;;54267000000;1
IE00B02YQG76;DB3012;DB3015;GLOBAL HIGH YIELD;20-SEP-2021;SHC;118299651.03;2377440154.52;7616712.533;15.532;15.535;-0.;;EUR;0920194245;;;152179000000;1
IE00B02YQH83;DB3012;DB3015;GLOBAL HIGH YIELD;20-SEP-2021;SHD;510902469.16;2377440154.52;60782750.356;8.405;8.407;-0.;;EUR;0920194245;;;152181000000;1
IE0005372309;DB3012;DB3017;PACIFIC COLLECTION;20-SEP-2021;LCA;152591496.13;225565941.44;15811537.369;9.651;9.627;0.;;EUR;0920180010;;;54255000000;1
IE00B04KP551;DB3012;DB3017;PACIFIC COLLECTION;20-SEP-2021;LHC;33909483.45;225565941.44;4131757.388;8.207;8.191;0.;;EUR;0920180010;;;152178000000;1
IE0009624127;DB3012;DB3017;PACIFIC COLLECTION;20-SEP-2021;SCA;25778501.80;225565941.44;1895885.570;13.597;13.564;0.;;EUR;0920180010;;;54256000000;1
IE00B02YQD46;DB3012;DB3017;PACIFIC COLLECTION;20-SEP-2021;SHC;13286460.06;225565941.44;875019.906;15.184;15.155;0.;;EUR;0920180010;;;152177000000;1
IE0004488262;DB8810;DB3787;CHALLENGE FINANCIAL EQUITY EVO;20-SEP-2021;LCA;523020228.78;543365543.49;121782106.644;4.295;4.314;-0.;;EUR;0920164718;;;52060000000;1
IE0004490672;DB8810;DB3787;CHALLENGE FINANCIAL EQUITY EVO;20-SEP-2021;SCA;20345314.71;543365543.49;2509371.859;8.108;8.148;-0.;;EUR;0920164718;;;52059000000;1
IE00B2NLMT64;DB3012;DB5034;MEDIOLANUM MORGAN STANLEY GLOBAL SELECTI;20-SEP-2021;LCA;2651931454.93;4641163012.73;199032526.280;13.324;13.302;0.;;EUR;0920170435;;;563828000000;1
IE00B2NLMV86;DB3012;DB5034;MEDIOLANUM MORGAN STANLEY GLOBAL SELECTI;20-SEP-2021;LHC;1052584985.05;4641163012.73;94866261.570;11.095;11.085;0.;;EUR;0920170435;;;563829000000;1
IE00B2NLMW93;DB3012;DB5034;MEDIOLANUM MORGAN STANLEY GLOBAL SELECTI;20-SEP-2021;SCA;615109498.32;4641163012.73;24288483.756;25.325;25.284;0.;;EUR;0920170435;;;563830000000;1
IE00B2NLMX01;DB3012;DB5034;MEDIOLANUM MORGAN STANLEY GLOBAL SELECTI;20-SEP-2021;SHC;321537074.43;4641163012.73;15289465.320;21.03;21.012;0.;;EUR;0920170435;;;563831000000;1
IE00B1P83S40;DB8810;DB8826;CHALLENGE PROVIDENT 3 FUND;20-SEP-2021;PD;274737074.45;274737074.45;18932918.891;14.511;14.523;-0.;;EUR;0920140946;;;532426000000;1
LU0051667300;LU4132;LU4134;GAMAX FUNDS MAXI BOND;20-SEP-2021;A;678014996.53;678014996.53;108891001.827;6.23;6.23;0.;;EUR;0920130424;;;80693000000;1
IE00B95WD600;DB3012;DB2017;MEDIOLANUM CARMIGNAC STRATEGIC SELECTION;20-SEP-2021;LCA;228013431.21;440637496.36;35410786.444;6.439;6.431;0.;;EUR;0920155441;;;751239000000;1
IE00B8KGMC91;DB3012;DB2017;MEDIOLANUM CARMIGNAC STRATEGIC SELECTION;20-SEP-2021;SCA;212624065.15;440637496.36;16934888.552;12.555;12.543;0.;;EUR;0920155441;;;751242000000;1
IE00B91SH939;DB3012;DB2018;MEDIOLANUM INVESCO BAL. RISK COUPON SELC;20-SEP-2021;LCA;217131605.69;885969309.79;34629784.411;6.27;6.283;-0.;;EUR;0920163811;;;751243000000;1
IE00B8QW4Z80;DB3012;DB2018;MEDIOLANUM INVESCO BAL. RISK COUPON SELC;20-SEP-2021;LDI;139765022.08;885969309.79;26703706.154;5.234;5.245;-0.;;EUR;0920163811;;;751245000000;1
IE00B9M3LG26;DB3012;DB2018;MEDIOLANUM INVESCO BAL. RISK COUPON SELC;20-SEP-2021;SCA;157738882.86;885969309.79;12884414.619;12.243;12.269;-0.;;EUR;0920163811;;;751246000000;1
IE00B96F2G14;DB3012;DB2018;MEDIOLANUM INVESCO BAL. RISK COUPON SELC;20-SEP-2021;SDI;371333799.16;885969309.79;36180128.652;10.263;10.285;-0.;;EUR;0920163811;;;751247000000;1
IE00BYVXSB26;DB3012;DB6331;US COUPON STRATEGY COLLECTION;20-SEP-2021;LCA;48840553.43;286199725.4;7533025.454;6.484;6.484;0.;;EUR;0920181222;;;215837000000;1
IE00BYVXSC33;DB3012;DB6331;US COUPON STRATEGY COLLECTION;20-SEP-2021;LDI;52785686.72;286199725.4;9404316.550;5.613;5.614;-0.;;EUR;0920181222;;;215838000000;1
IE00BYVXSD40;DB3012;DB6331;US COUPON STRATEGY COLLECTION;20-SEP-2021;LHC;31666139.73;286199725.4;5212901.167;6.075;6.085;-0.;;EUR;0920181222;;;215839000000;1
IE00BYVXSF63;DB3012;DB6331;US COUPON STRATEGY COLLECTION;20-SEP-2021;LHD;38772587.19;286199725.4;7387369.451;5.248;5.258;-0.;;EUR;0920181222;;;215840000000;1
IE00BYVXSG70;DB3012;DB6331;US COUPON STRATEGY COLLECTION;20-SEP-2021;SCA;14320047.02;286199725.4;1120610.578;12.779;12.781;-0.;;EUR;0920181222;;;215841000000;1
IE00BYVXSH87;DB3012;DB6331;US COUPON STRATEGY COLLECTION;20-SEP-2021;SDI;52573507.88;286199725.4;4748342.239;11.072;11.073;-0.;;EUR;0920181222;;;215842000000;1
IE00BYVXSJ02;DB3012;DB6331;US COUPON STRATEGY COLLECTION;20-SEP-2021;SHC;8299463.20;286199725.4;692415.594;11.986;12.008;-0.;;EUR;0920181222;;;215843000000;1
IE00BYVXSK17;DB3012;DB6331;US COUPON STRATEGY COLLECTION;20-SEP-2021;SHD;38941740.23;286199725.4;3758070.859;10.362;10.381;-0.;;EUR;0920181222;;;215844000000;1
